name,id,type_code,total_units,floors,top_month,top_year,tenure,district_code,postcode,streetname,ura_key,transaction_psf,nearest_mrt_distance,enbloc,enbloc_date
352 YISHUN RING ROAD,12651,HDB,,0,,,L99,D27,760352,Yishun Ring Road,Yishun Ring Road,340.84262356001,1.13,0,
387 YISHUN RING ROAD,12668,HDB,,0,,,L99,D27,760387,Yishun Ring Road,Yishun Ring Road,310.76458565589,1.33,0,
388 YISHUN RING ROAD,12669,HDB,,0,,,L99,D27,760388,Yishun Ring Road,Yishun Ring Road,379.35061315496,1.37,0,
389 YISHUN AVENUE 6,12537,HDB,,0,,,L99,D27,760389,Yishun Avenue 6,Yishun Avenue 6,332.30397621702,1.47,0,
390 YISHUN AVENUE 6,12538,HDB,,0,,,L99,D27,760390,Yishun Avenue 6,Yishun Avenue 6,306.39910813824,1.49,0,
391 YISHUN AVENUE 6,12539,HDB,,0,,,L99,D27,760391,Yishun Avenue 6,Yishun Avenue 6,321.97603121516,1.55,0,
392 YISHUN AVENUE 6,12540,HDB,,0,,,L99,D27,760392,Yishun Avenue 6,Yishun Avenue 6,328.10200668896,1.56,0,
393 YISHUN AVENUE 6,12541,HDB,,0,,,L99,D27,760393,Yishun Avenue 6,Yishun Avenue 6,321.58491267187,1.51,0,
394 YISHUN AVENUE 6,12542,HDB,,0,,,L99,D27,760394,Yishun Avenue 6,Yishun Avenue 6,339.45094760312,1.46,0,
395 YISHUN RING ROAD,12670,HDB,,0,,,L99,D27,760395,Yishun Ring Road,Yishun Ring Road,366.07952434039,1.36,0,
396 YISHUN AVENUE 6,12543,HDB,,0,,,L99,D27,760396,Yishun Avenue 6,Yishun Avenue 6,336.32432181345,1.32,0,
397 YISHUN AVENUE 6,12544,HDB,,0,,,L99,D27,760397,Yishun Avenue 6,Yishun Avenue 6,377.97194351542,1.39,0,
398 YISHUN RING ROAD,12671,HDB,,0,,,L99,D27,760398,Yishun Ring Road,Yishun Ring Road,308.40486807878,1.28,0,
399 YISHUN AVENUE 6,12545,HDB,,0,,,L99,D27,760399,Yishun Avenue 6,Yishun Avenue 6,327.73875882572,1.38,0,
401 YISHUN AVENUE 6,12546,HDB,,0,,,L99,D27,760401,Yishun Avenue 6,Yishun Avenue 6,262.36250464511,1.35,0,
402 YISHUN RING ROAD,12672,HDB,,0,,,L99,D27,760402,Yishun Ring Road,Yishun Ring Road,392.32395020439,1.38,0,
324 YISHUN CENTRAL,12577,HDB,,0,,,L99,D27,760324,Yishun Central,Yishun Central,358.5237829803,0.77,0,
304 YISHUN CENTRAL,12570,HDB,,0,,,L99,D27,760304,Yishun Central,Yishun Central,380.45707915273,0.6,0,
305 YISHUN CENTRAL,12571,HDB,,0,,,L99,D27,760305,Yishun Central,Yishun Central,315.17279821628,0.51,0,
306 YISHUN CENTRAL,12572,HDB,,0,,,L99,D27,760306,Yishun Central,Yishun Central,357.90226681531,0.59,0,
307 YISHUN RING ROAD,12636,HDB,,0,,,L99,D27,760307,Yishun Ring Road,Yishun Ring Road,0,0.67,0,
308 YISHUN RING ROAD,12637,HDB,,0,,,L99,D27,760308,Yishun Ring Road,Yishun Ring Road,381.4353400223,0.65,0,
309 YISHUN RING ROAD,12638,HDB,,0,,,L99,D27,760309,Yishun Ring Road,Yishun Ring Road,324.0431066518,0.7,0,
310 YISHUN RING ROAD,12639,HDB,,0,,,L99,D27,760310,Yishun Ring Road,Yishun Ring Road,350.29357116314,0.75,0,
311 YISHUN RING ROAD,12640,HDB,,0,,,L99,D27,760311,Yishun Ring Road,Yishun Ring Road,376.03307320699,0.7,0,
312 YISHUN RING ROAD,12641,HDB,,0,,,L99,D27,760312,Yishun Ring Road,Yishun Ring Road,366.07952434039,0.73,0,
314 YISHUN RING ROAD,12642,HDB,,0,,,L99,D27,760314,Yishun Ring Road,Yishun Ring Road,344.08212560386,0.8,0,
319 YISHUN RING ROAD,12643,HDB,,0,,,L99,D27,760319,Yishun Ring Road,Yishun Ring Road,0,0.5,0,
320 YISHUN CENTRAL,12573,HDB,,0,,,L99,D27,760320,Yishun Central,Yishun Central,401.73913043478,0.73,0,
321 YISHUN CENTRAL,12574,HDB,,0,,,L99,D27,760321,Yishun Central,Yishun Central,392.95150501672,0.7,0,
322 YISHUN CENTRAL,12575,HDB,,0,,,L99,D27,760322,Yishun Central,Yishun Central,293.17539947975,0.63,0,
323 YISHUN CENTRAL,12576,HDB,,0,,,L99,D27,760323,Yishun Central,Yishun Central,369.88851727982,0.7,0,
554 CHOA CHU KANG NORTH 6,5105,HDB,,0,,,L99,D23,680554,Choa Chu Kang North 6,Choa Chu Kang North 6,344.05890003716,0.49,0,
325 YISHUN CENTRAL,12578,HDB,,0,,,L99,D27,760325,Yishun Central,Yishun Central,346.79301374954,0.76,0,
326 YISHUN RING ROAD,12644,HDB,,0,,,L99,D27,760326,Yishun Ring Road,Yishun Ring Road,345.98104793757,0.82,0,
327 YISHUN RING ROAD,12645,HDB,,0,,,L99,D27,760327,Yishun Ring Road,Yishun Ring Road,321.65551839465,0.82,0,
328 YISHUN RING ROAD,12646,HDB,,0,,,L99,D27,760328,Yishun Ring Road,Yishun Ring Road,304.22240802676,0.89,0,
329 YISHUN RING ROAD,12647,HDB,,0,,,L99,D27,760329,Yishun Ring Road,Yishun Ring Road,387.09308807135,0.84,0,
330 YISHUN RING ROAD,12648,HDB,,0,,,L99,D27,760330,Yishun Ring Road,Yishun Ring Road,346.66295057599,0.84,0,
331 YISHUN RING ROAD,12649,HDB,,0,,,L99,D27,760331,Yishun Ring Road,Yishun Ring Road,354.09513192122,0.88,0,
332 YISHUN RING ROAD,12650,HDB,,0,,,L99,D27,760332,Yishun Ring Road,Yishun Ring Road,316.67177629134,0.93,0,
343 YISHUN AVENUE 11,12435,HDB,,0,,,L99,D27,760343,Yishun Avenue 11,Yishun Avenue 11,356.42326272761,0.95,0,
344 YISHUN AVENUE 11,12436,HDB,,0,,,L99,D27,760344,Yishun Avenue 11,Yishun Avenue 11,334.44816053512,1,0,
345 YISHUN AVENUE 11,12437,HDB,,0,,,L99,D27,760345,Yishun Avenue 11,Yishun Avenue 11,418.0602006689,0.99,0,
346 YISHUN AVENUE 11,12438,HDB,,0,,,L99,D27,760346,Yishun Avenue 11,Yishun Avenue 11,340.03994797473,0.91,0,
349 YISHUN AVENUE 11,12439,HDB,,0,,,L99,D27,760349,Yishun Avenue 11,Yishun Avenue 11,326.82460052025,0.98,0,
350 YISHUN AVENUE 11,12440,HDB,,0,,,L99,D27,760350,Yishun Avenue 11,Yishun Avenue 11,328.88672116933,1.07,0,
351 YISHUN AVENUE 11,12441,HDB,,0,,,L99,D27,760351,Yishun Avenue 11,Yishun Avenue 11,253.89074693423,1.05,0,
CARISSA PARK CONDO,452,CONDO,528,8,12,2003,F,D17,507025,Flora Drive,CARISSA PARK CONDOMINIUM,834,2.15,0,
URBAN RESIDENCES,20715,CONDO,47,5,12,2014,F,D19,534051,Lorong Ah Soo,URBAN RESIDENCES,1201,0.87,0,
RIS GRANDEUR,97,CONDO,453,0,12,2006,F,D18,519929,Elias Road,RIS GRANDEUR,890.66666666667,1.11,0,
THE GALE,1526,CONDO,329,0,9,2014,F,D17,509999,Flora Road,THE GALE,963,2,0,
ESTELLA GARDENS,416,CONDO,350,8,12,1999,F,D17,509738,Flora Road,ESTELLA GARDENS,959.5,2.29,0,
AVILA GARDENS,9,CONDO,347,8,12,1995,F,D17,509737,Flora Road,AVILA GARDENS,839,2.22,0,
THE EDGEWATER,831,CONDO,53,0,12,2003,F,D17,509504,Jalan Loyang Besar,THE EDGEWATER,750,1.92,0,
CHANGI GARDENS,1467,CONDO,60,0,1,1980,F,D17,509310,Jalan Mariam,CHANGI GARDENS,650,2.18,0,
BALLOTA PARK CONDO,526,CONDO,365,6,12,2000,F,D17,507080,Mariam Way,BALLOTA PARK CONDOMINIUM,720.33333333333,2.21,0,
TRUSSVILLE,1588,CONDO,11,0,3,2004,F,D19,534210,Paya Lebar Crescent,TRUSSVILLE,464,0.8,0,
DAHLIA PARK CONDO,660,CONDO,299,10,12,2004,F,D17,507009,Flora Drive,DAHLIA PARK CONDOMINIUM,799,2.22,0,
EDELWEISS PARK CONDO,140,CONDO,517,0,12,2006,F,D17,507004,Flora Road,EDELWEISS PARK CONDOMINIUM,903,2.19,0,
FERRARIA PARK CONDO,1277,CONDO,475,8,12,2010,F,D17,506941,Flora Drive,FERRARIA PARK CONDOMINIUM,909.5,2.06,0,
ZEPHYR PARK,1587,CONDO,49,0,12,1993,F,D16,487539,Sea Breeze Avenue,ZEPHYR PARK,1005,0.66,0,
EAST VILLAGE,21180,CONDO,90,4,12,2014,F,D16,487048,Upper Changi Road,EAST VILLAGE,1559,0.29,0,
CASCADALE,719,CONDO,134,4,12,1994,F,D16,486858,Upper Changi Road East,CASCADALE,819,1.14,0,
CHANGI GREEN,655,CONDO,256,10,12,2001,F,D16,486842,Upper Changi Road East,CHANGI GREEN,989,1.12,0,
CHANGI COURT,523,CONDO,297,4,12,1997,F,D16,486828,Upper Changi Road East,CHANGI COURT,884,0.96,0,
SUNSHINE LODGE,2449,CONDO,30,4,12,1998,F,D19,534530,Upper Serangoon Road,SUNSHINE LODGE,963,0.47,0,
PRESTO @ UPPER SERANGOON,21214,CONDO,36,0,12,2016,F,D19,534543,Upper Serangoon Road,PRESTO @ UPPER SERANGOON,,0.43,0,
SPAZIO @ KOVAN,21465,CONDO,48,0,1,2017,F,D19,534635,Upper Serangoon Road,SPAZIO @ KOVAN,,0.79,0,
PARK RESIDENCES KOVAN,20754,CONDO,41,0,12,2013,F,D19,534679,Upper Serangoon Road,PARK RESIDENCES KOVAN,,0.44,0,
SUITES @ KOVAN,20624,CONDO,16,5,12,2012,F,D19,534729,Upper Serangoon Road,SUITES @ KOVAN,1435,0.28,0,
THE YARDLEY,1259,CONDO,55,12,10,2005,F,D19,534798,Upper Serangoon Road,THE YARDLEY,1070,0.22,0,
LA DOLCE VITA,2115,CONDO,41,0,12,2012,F,D19,534955,Upper Paya Lebar Road,LA DOLCE VITA,1181,0.35,0,
BAYOU RESIDENCE,1280,CONDO,29,0,12,2008,F,D19,534957,Upper Paya Lebar Road,BAYOU RESIDENCE,908,0.37,0,
THE VUE,20705,CONDO,50,0,12,2014,F,D19,534958,Upper Paya Lebar Road,THE VUE,1030,0.48,0,
FRAGRANT GARDENS,1938,CONDO,38,4,12,1993,F,D19,534959,Upper Paya Lebar Road,FRAGRANT GARDENS,941,0.47,0,
SUITES @ PAYA LEBAR,20732,CONDO,99,5,12,2014,F,D19,534996,Upper Paya Lebar Road,SUITES @ PAYA LEBAR,1448,0.75,0,
CHARLES VILLE,1733,CONDO,10,,12,1989,F,D19,534996,Upper Paya Lebar Rd,CHARLES VILLE,422,0,0,
THE TEMBUSU,21457,CONDO,337,0,10,2017,F,D19,535129,Tampines Road,THE TEMBUSU,,0.59,0,
FORTUNE PARK,1006,CONDO,68,0,12,1996,F,D19,535131,Tampines Road,FORTUNE PARK,827,0.65,0,
TRILIVE,1489,CONDO,217,0,12,2018,F,D19,535133,Tampines Road,TRILIVE,740.5,0.75,0,
SIGLAP V,2589,CONDO,114,4,9,2014,F,D15,459084,East Coast Road,SIGLAP V,1170,1.45,0,
UBER 388,20726,CONDO,95,5,12,2015,F,D16,466479,Upper East Coast Road,UBER 388,1496,1.49,0,
VILLAS LAGUNA,1230,CONDO,31,0,1,1993,F,D16,466472,Upper East Coast Road,VILLAS LAGUNA,839,1.43,0,
THE TROPIC GARDENS,1056,CONDO,36,0,12,1995,F,D16,466456,Upper East Coast Road,THE TROPIC GARDENS,905,1.39,0,
RICH EAST GARDEN,1571,CONDO,40,0,1,1983,F,D16,466438,Upper East Coast Road,RICH EAST GARDEN,823.66666666667,1.32,0,
EASTERN LAGOON I,873,CONDO,307,12,12,1985,F,D16,466401,Upper East Coast Road,EASTERN LAGOON,1165.75,1.22,0,
THE CALYPSO,2487,CONDO,30,0,1,2005,F,D16,465540,Upper East Coast Road,THE CALYPSO,965,1.41,0,
FINLAND GARDENS,1418,CONDO,48,0,1,1989,F,D15,459246,East Coast Avenue,FINLAND GARDENS,1207,1.62,0,
COASTARINA,830,CONDO,56,6,12,2006,F,D15,459135,East Coast Road,COASTARINA,1224,1.39,0,
EAST COAST RESIDENCES,1257,CONDO,59,0,12,2010,F,D16,466488,Upper East Coast Road,EAST COAST RESIDENCES,1130,1.39,0,
OCEAN PARK,293,CONDO,304,0,12,1983,F,D15,458965,East Coast Road,OCEAN PARK,1281,1.35,0,
ELLIOT AT THE EAST COAST,2601,CONDO,119,8,1,2013,F,D15,458686,Elliot Road,ELLIOT AT THE EAST COAST,1246,1.47,0,
EAST SIGNATURE,699,CONDO,20,0,12,2005,F,D15,458656,Elliot Walk,EAST SIGNATURE,1023,1.32,0,
FERNWOOD TOWERS,455,CONDO,215,30,12,1994,F,D15,458554,Fernwood Terrace,FERNWOOD TOWERS,1046,1.7,0,
THE HACIENDA,733,CONDO,109,5,12,1985,F,D15,457908,Hacienda Grove,THE HACIENDA,1053,1.2,0,
CRESCENDO PARK,1066,CONDO,107,0,12,1996,F,D15,457269,Jalan Tua Kong,CRESCENDO PARK,871,1.25,0,
PARK EAST,412,CONDO,211,10,12,1994,F,D15,457264,Jalan Tua Kong,PARK EAST,939,0.91,0,
TANGERINE GROVE,375,CONDO,125,5,12,2007,F,D19,536019,Paya Lebar Crescent,TANGERINE GROVE,953,0.79,0,
THE SUMMIT,349,CONDO,242,6,12,1994,F,D16,466499,Upper East Coast Road,THE SUMMIT,940,1.47,0,
THE BAYCOURT,794,CONDO,56,4,12,1994,F,D16,466507,Upper East Coast Road,THE BAYCOURT,1026,1.43,0,
BALCON EAST,1572,CONDO,37,0,1,2012,F,D16,466519,Upper East Coast Road,BALCON EAST,1155,1.47,0,
BLEU @ EAST COAST,334,CONDO,62,0,8,2010,F,D16,466581,Upper East Coast Road,BLEU @ EAST COAST,1028,1.24,0,
IDYLLIC EAST,1636,CONDO,34,0,1,2011,F,D16,466588,Upper East Coast Road,IDYLLIC EAST,966,1.22,0,
BAGNALL COURT,1766,CONDO,43,4,2,1991,F,D16,466608,Upper East Coast Road,BAGNALL COURT,741,1.12,0,
TANAH MERAH MANSION,2467,CONDO,36,5,12,1984,F,D16,466671,Tanah Merah Kechil Road,TANAH MERAH MANSION,890,0.6,0,
CASA FLORA,1702,CONDO,30,0,12,1987,F,D16,467169,Salam Walk,CASA FLORA,692,0.82,0,
RIVIERA RESIDENCES,249,CONDO,138,0,8,2007,F,D16,467203,Riviera Drive,RIVIERA RESIDENCES,1200,1.35,0,
PARBURY HILL CONDOMINIUM,468,CONDO,182,10,12,1998,F,D16,467298,Parbury Avenue,PARBURY HILL CONDOMINIUM,1044,1.1,0,
LIMAU PARK,1641,CONDO,32,0,1,1991,F,D16,468493,Jalan Limau Bali,LIMAU PARK,945,0.56,0,
LANDBAY CONDO,486,CONDO,122,6,12,1999,F,D16,468698,Jalan Hajijah,LANDBAY CONDOMINIUM,1085.3333333333,1.31,0,
COUNTRY PARK CONDO,592,CONDO,160,5,12,2003,F,D16,469360,Bedok Road,COUNTRY PARK,961.56756756757,1.13,0,
SUNHAVEN,441,CONDO,295,9,12,2003,F,D16,486069,Upper Changi Road East,SUNHAVEN,953,1.09,0,
EASTWOOD REGENCY,20589,CONDO,75,0,12,2013,F,D16,486398,Eastwood Road,EASTWOOD REGENCY,1425,1.4,0,
COUNTRY ESQUIRE,783,CONDO,60,16,12,1992,F,D20,576438,Lorong Puntong,COUNTRY ESQUIRE,803,1.53,0,
CASA ESPERANZA,610,CONDO,90,10,12,1992,F,D21,589632,Bukit Timah Road,CASA ESPERANZA,1161,0.2,0,
MAPLE WOODS,126,CONDO,697,0,12,1997,F,D21,589627,Bukit Timah Road,MAPLE WOODS,1350,0.37,0,
THE CASCADIA,958,CONDO,536,0,12,2011,F,D21,589624,Bukit Timah Road,THE CASCADIA,1639.3333333333,0.63,0,
JARDIN,1159,CONDO,140,10,12,2013,F,D21,589488,Dunearn Road,JARDIN,2027.5,0.32,0,
THE HILLSIDE,320,CONDO,340,10,12,2001,F,D21,588195,Upper Bukit Timah Road,THE HILLSIDE,1036,1.3,0,
BUKIT REGENCY,806,CONDO,224,0,12,1995,F,D21,588132,Upper Bukit Timah View,BUKIT REGENCY,927.5,0.94,0,
FABER GARDEN CONDOMINIUM,2639,CONDO,233,0,12,1984,F,D20,579978,Angklong Lane,FABER GARDEN CONDOMINIUM,596,2.08,0,
COUNTRY GRANDEUR,920,CONDO,68,0,12,1996,F,D20,576439,Lorong Puntong,COUNTRY GRANDEUR,970.5,1.57,0,
THE BLISSVILLE,21077,CONDO,18,0,12,2010,F,D21,589647,Bukit Timah Road,THE BLISSVILLE,,0.44,0,
THE WINDSOR,471,CONDO,159,0,12,1987,F,D20,576189,Ontario Avenue,THE WINDSOR,978,1.62,0,
MARYMOUNT VIEW,683,CONDO,68,0,12,1992,F,D20,576148,Pemimpin Drive,MARYMOUNT VIEW,1072,0.46,0,
FLAME TREE PARK,549,CONDO,160,0,12,1989,F,D20,575728,Sin Ming Avenue,FLAME TREE PARK,1008,1.66,0,
THOMSON V TWO,964,CONDO,122,0,12,2012,F,D20,575629,Sin Ming Road,THOMSON V TWO,1588,0.62,0,
THOMSON IMPERIAL COURT,1393,CONDO,36,0,1,1999,F,D20,574424,Upper Thomson Road,THOMSON IMPERIAL COURT,760.5,0.49,0,
PEIRCE VIEW,854,CONDO,66,0,12,1996,F,D20,574418,Upper Thomson Road,PEIRCE VIEW,898,2.16,0,
ADANA @ THOMSON,22118,CONDO,74,0,12,2018,F,D20,574413,Upper Thomson Road,ADANA @ THOMSON,,2.33,0,
183 LONGHAUS,22438,CONDO,40,0,10,2020,F,D20,574332,Upper Thomson Road,183 LONGHAUS,,0.48,0,
THE NEXUS,83,CONDO,242,10,12,2007,F,D21,589650,Bukit Timah Road,THE NEXUS,1329,0.46,0,
FLORIDIAN,1272,CONDO,336,10,12,2012,F,D21,589662,Bukit Timah Road,FLORIDIAN,1568,0.41,0,
SUITES AT BUKIT TIMAH,20813,CONDO,74,0,12,2015,F,D21,596180,Jalan Jurong Kechil,"",,0.3,0,
TOH TUCK LODGE,2534,CONDO,10,0,11,2003,F,D21,596221,Toh Tuck Road,TOH TUCK LODGE,277,0.7,0,
SUMMERHILL,470,CONDO,406,10,12,2003,F,D21,596229,Hume Avenue,SUMMERHILL,987,0.51,0,
THE STERLING,507,CONDO,232,,6,2001,F,D21,596288,Bukit Timah Road,THE STERLING,1481,0.09,0,
TOH YI COURT,2461,CONDO,18,0,12,1986,F,D21,596553,Toh Yi Drive,TOH YI COURT,633,0.71,0,
THE CREEK @ BUKIT,21785,CONDO,260,0,9,2017,F,D21,596683,Toh Tuck Road,THE CREEK @ BUKIT,,0.7,0,
GOODLUCK GARDEN,648,CONDO,210,0,12,1984,F,D21,596703,Toh Tuck Road,GOODLUCK GARDEN,923,0.81,0,
TOH TUCK GARDEN,2166,CONDO,210,0,12,1984,F,D21,596721,Toh Tuck Road,TOH TUCK GARDEN,793,0.82,0,
SIGNATURE PARK,210,CONDO,928,0,12,1998,F,D21,596738,Toh Tuck Road,SIGNATURE PARK,1015.6666666667,0.85,0,
FREESIA WOODS,288,CONDO,129,5,12,2004,F,D21,597086,Sunset Way,FREESIA WOODS,1161,0.99,0,
CLEMENTI PARK,230,CONDO,489,0,12,1985,F,D21,597119,Sunset Way,CLEMENTI PARK,947,1.63,0,
SUNSET LODGE,2447,CONDO,30,0,4,2002,F,D21,597522,Sunset Close,SUNSET LODGE,836,1.04,0,
PANDAN VALLEY,182,CONDO,623,0,12,1979,F,D21,597625,Pandan Valley,PANDAN VALLEY,920.25,0.95,0,
GAMBIR RIDGE (FORMERLY BARTLEY TERRACE,1564,CONDO,77,5,12,2015,F,D19,538976,Gambir Walk,GAMBIR RIDGE,549,0.47,0,
LA BELLE,1522,CONDO,16,0,12,2006,F,D19,546561,Recreation Lane,LA BELLE,679,0.26,0,
ONE ROBEY,21357,CONDO,18,0,12,2016,F,D19,546256,Robey Crescent,ONE ROBEY,,0.83,0,
TOHO GARDEN,2535,CONDO,56,5,11,1982,F,D19,545655,Yio Chu Kang Road,TOHO GARDEN,345,1.21,0,
RESIDENCES BOTANIQUE,2591,CONDO,81,0,2,2013,F,D19,545550,32 Yio Chu Kang Road,RESIDENCES BOTANIQUE,1182,0.84,0,
STADIA,1273,CONDO,56,5,6,2010,F,D19,545542,Yio Chu Kang Road,STADIA,1251,0.78,0,
EDEN VIEW,1391,CONDO,18,0,4,2006,F,D19,539102,Eden Grove,EDEN VIEW,735,0.53,0,
